SECTION_ID,NAME,NAME_LONG,LEVEL_ID,AREA_GROSS,HEIGHT_REL,SHAPE_Leng,SHAPE_Area,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,GlobalID
OtherBuildings.DignityHealthArena.L02.208,208,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,59.04430273150,217.89635938800,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{E36D32A0-92D6-4B1A-B4CB-EBD65C913918}
OtherBuildings.DignityHealthArena.L02.209,209,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,58.92985292930,217.06419360900,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{B095FEE0-8CEB-4E58-BC3B-FD13085B4F94}
OtherBuildings.DignityHealthArena.L02.210,210,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,40.07305367150,94.70516959890,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{FAA93CAC-D1E5-494B-94E1-553DC399653A}
OtherBuildings.DignityHealthArena.L02.211,211,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,41.30742496420,105.42507043800,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{824936F1-74C0-4C4F-899B-9F3698986C38}
OtherBuildings.DignityHealthArena.L02.212,212,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,45.18177882260,127.70056495000,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{27B07110-98C8-4C55-B0C4-013A6D0458D6}
OtherBuildings.DignityHealthArena.L02.213,213,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,41.15607079170,105.79031047200,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{D9A694C7-32E0-4C7F-B1B8-75F53FD05196}
OtherBuildings.DignityHealthArena.L02.214,214,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,49.82390125840,151.05626560200,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{BC9E9E70-18D9-425F-BF72-9B532B0511DD}
OtherBuildings.DignityHealthArena.L02.215,215,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,47.84843664520,140.84293297400,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{D5DAD262-4A64-42F7-B1FC-4370192B6980}
OtherBuildings.DignityHealthArena.L02.216,216,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,49.79767931980,150.87049635900,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{2635F8E2-5E07-4BF2-8EB3-62CA9F6CAECE}
OtherBuildings.DignityHealthArena.L02.217,217,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,53.90570749440,167.51767920900,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{6D1A4AB7-489E-40AF-94BE-D23EBB7BFB1E}
OtherBuildings.DignityHealthArena.L02.207,207,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,38.36150887520,89.43226495220,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{616AFB65-6B95-46F2-B7A3-EE7A625735B3}
OtherBuildings.DignityHealthArena.L02.206,206,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,41.69497889060,107.31492050100,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{C450080F-2AB8-428A-8A02-FC8EFE8FCA46}
OtherBuildings.DignityHealthArena.L02.205,205,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,50.75238641990,145.12070747900,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{D2F01907-B5EB-4742-B452-8ED0D71A6DC4}
OtherBuildings.DignityHealthArena.L02.204,204,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,48.67958611330,144.11512262200,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{2B125AF9-9F61-48B1-AD46-6F902D808E82}
OtherBuildings.DignityHealthArena.L02.203,203,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,56.96145014880,202.77924587300,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{7DAC47A0-2C51-49FB-8AC8-5FF70344DFCA}
OtherBuildings.DignityHealthArena.L02.202,202,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,55.23661225830,190.70412137700,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{077C8CF7-C49C-419A-AF94-00CDE7DAA94F}
OtherBuildings.DignityHealthArena.L02.201,201,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,56.94014898840,202.80092124800,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{BD73122C-40F3-4838-A913-8547ED7C290A}
OtherBuildings.DignityHealthArena.L02.200,200,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,63.92854033940,248.08911668000,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{38D2974B-BBBF-4940-87EF-8D7645D5BCC2}
