POI_ID,USE_TYPE,NAME,NAME_LONG,LEVEL_ID,SCHEDULE_E,CAPACITY,AREA_ID,ASSIGNMENT,AREA_GROSS,HEIGHT_REL,RESERVATIO,ORG_AREA_I,ALLOCATION,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,VALIDATION,ORIG_FID,CATEGORY_T,SYMBOL_CAT
OtherBuildings.DignityHealthArena.L02.206,JANITOR CLOSET,206,"JANITOR CLOSET, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,49.70119888640,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1340,Places + Things,STORAGE
OtherBuildings.DignityHealthArena.L02.205,RESTROOM,205,"RESTROOM, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,63.97498108140,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1341,Places + Things,RESTROOMS
OtherBuildings.DignityHealthArena.L02.SX,STAIR,SX,"STAIR, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,98.91020813740,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1346,Places + Things,STAIRS
OtherBuildings.DignityHealthArena.L02.SY,STAIR,SY,"STAIR, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,146.02719600000,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1347,Places + Things,STAIRS
OtherBuildings.DignityHealthArena.L02.2-SA1,STAIR,2-SA1,"STAIR, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,42.68458692440,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1578,Places + Things,STAIRS
OtherBuildings.DignityHealthArena.L02.2-SA2,STAIR,2-SA2,"STAIR, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,40.57143019030,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1579,Places + Things,STAIRS
OtherBuildings.DignityHealthArena.L02.2-SA3,STAIR,2-SA3,"STAIR, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,43.72103525680,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1580,Places + Things,STAIRS
OtherBuildings.DignityHealthArena.L02.2-SA4,STAIR,2-SA4,"STAIR, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,42.85987252020,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1581,Places + Things,STAIRS
OtherBuildings.DignityHealthArena.L02.2-SA5,STAIR,2-SA5,"STAIR, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,48.32018893220,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1582,Places + Things,STAIRS
OtherBuildings.DignityHealthArena.L02.2-SA6,STAIR,2-SA6,"STAIR, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,49.22413869320,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1583,Places + Things,STAIRS
